date,added,ratings,reviews,to-read,book_id
2023-09-11,0,0,0,0,130758645
2023-09-12,0,0,0,0,130758645
2023-09-13,0,0,0,0,130758645
2023-09-14,0,0,0,0,130758645
2023-09-15,1,0,0,1,130758645
2023-09-16,0,0,0,0,130758645
2023-09-17,0,0,0,0,130758645
2023-09-18,0,0,0,0,130758645
2023-09-19,0,0,0,0,130758645
2023-09-20,1,0,0,1,130758645
2023-09-21,0,0,0,0,130758645
2023-09-22,1,0,0,1,130758645
2023-09-23,1,0,0,1,130758645
2023-09-24,0,0,0,0,130758645
2023-09-25,0,0,0,0,130758645
2023-09-26,0,0,0,0,130758645
2023-09-27,0,0,0,0,130758645
2023-09-28,0,0,0,0,130758645
2023-09-29,0,0,0,0,130758645
2023-09-30,0,0,0,0,130758645
2023-10-01,0,0,0,0,130758645
2023-10-02,0,0,0,0,130758645
2023-10-03,0,0,0,0,130758645
2023-10-04,0,0,0,0,130758645
2023-10-05,0,0,0,0,130758645
2023-10-06,0,0,0,0,130758645
2023-10-07,0,0,0,0,130758645
2023-10-08,0,0,0,0,130758645
2023-10-09,0,0,0,0,130758645
2023-10-10,0,0,0,0,130758645
2023-10-11,0,0,0,0,130758645
2023-10-12,0,0,0,0,130758645
2023-10-13,0,0,0,0,130758645
2023-10-14,0,0,0,0,130758645
2023-10-15,1,0,0,1,130758645
2023-10-16,2,0,0,2,130758645
2023-10-17,0,0,0,0,130758645
2023-10-18,1,0,0,1,130758645
2023-10-19,0,0,0,0,130758645
2023-10-20,0,0,0,0,130758645
2023-10-21,0,0,0,0,130758645
2023-10-22,0,0,0,0,130758645
2023-10-23,0,0,0,0,130758645
2023-10-24,0,0,0,0,130758645
2023-10-25,0,0,0,0,130758645
2023-10-26,0,0,0,0,130758645
2023-10-27,0,0,0,0,130758645
2023-10-28,0,0,0,0,130758645
2023-10-29,0,0,0,0,130758645
2023-10-30,0,0,0,0,130758645
2023-10-31,0,0,0,0,130758645
2023-11-01,0,0,0,0,130758645
2023-11-02,0,0,0,0,130758645
2023-11-03,0,0,0,0,130758645
2023-11-04,0,0,0,0,130758645
2023-11-05,0,0,0,0,130758645
2023-11-06,1,0,0,1,130758645
2023-11-07,3,0,0,3,130758645
2023-11-08,0,0,0,0,130758645
2023-11-09,0,0,0,0,130758645
2023-11-10,0,0,0,0,130758645
2023-11-11,0,0,0,0,130758645
2023-11-12,0,0,0,0,130758645
2023-11-13,0,0,0,0,130758645
2023-11-14,0,0,0,0,130758645
2023-11-15,2,0,0,1,130758645
2023-11-16,0,0,0,0,130758645
2023-11-17,5,0,0,5,130758645
2023-11-18,2,0,0,2,130758645
2023-11-19,1,0,0,1,130758645
2023-11-20,3,0,0,3,130758645
2023-11-21,1,0,0,1,130758645
2023-11-22,2,0,0,1,130758645
2023-11-23,0,0,0,0,130758645
2023-11-24,2,0,0,2,130758645
2023-11-25,0,0,0,0,130758645
2023-11-26,0,0,0,0,130758645
2023-11-27,0,0,0,0,130758645
2023-11-28,0,0,0,0,130758645
2023-11-29,2,0,0,2,130758645
2023-11-30,2,0,0,2,130758645
2023-12-01,1,0,0,0,130758645
2023-12-02,0,0,0,0,130758645
2023-12-03,0,0,0,0,130758645
2023-12-04,0,0,0,0,130758645
2023-12-05,1,0,0,1,130758645
2023-12-06,0,0,0,0,130758645
2023-12-07,0,0,0,0,130758645
2023-12-08,2,0,0,2,130758645
2023-12-09,0,0,0,0,130758645
2023-12-10,0,0,0,0,130758645
2023-12-11,1,0,0,1,130758645
2023-12-12,1,0,0,1,130758645
2023-12-13,1,0,0,1,130758645
2023-12-14,3,0,0,3,130758645
2023-12-15,1,0,0,1,130758645
2023-12-16,1,0,0,1,130758645
2023-12-17,2,0,0,2,130758645
2023-12-18,1,0,0,1,130758645
2023-12-19,1,0,0,1,130758645
2023-12-20,0,0,0,0,130758645
2023-12-21,1,0,0,1,130758645
2023-12-22,2,0,0,2,130758645
2023-12-23,1,0,0,1,130758645
2023-12-24,2,0,0,1,130758645
2023-12-25,0,0,0,0,130758645
2023-12-26,1,0,0,1,130758645
2023-12-27,1,0,0,1,130758645
2023-12-28,0,0,0,0,130758645
2023-12-29,1,0,0,1,130758645
2023-12-30,0,0,0,0,130758645
2023-12-31,1,0,0,1,130758645
2024-01-01,0,0,0,0,130758645
2024-01-02,0,0,0,0,130758645
2024-01-03,1,0,0,0,130758645
2024-01-04,1,0,0,1,130758645
2023-07-19,2,0,0,2,62217087
2023-07-20,5,0,0,5,62217087
2023-07-21,2,0,0,2,62217087
2023-07-22,2,0,0,1,62217087
2023-07-23,6,2,0,4,62217087
2023-07-24,6,1,1,5,62217087
2023-07-25,4,0,0,4,62217087
2023-07-26,3,2,0,1,62217087
2023-07-27,0,0,0,0,62217087
2023-07-28,2,0,0,2,62217087
2023-07-29,2,1,0,0,62217087
2023-07-30,2,0,0,2,62217087
2023-07-31,4,2,1,2,62217087
2023-08-01,4,1,0,3,62217087
2023-08-02,0,0,0,0,62217087
2023-08-03,6,0,0,6,62217087
2023-08-04,4,0,0,4,62217087
2023-08-05,7,0,0,5,62217087
2023-08-06,1,0,0,0,62217087
2023-08-07,2,0,0,2,62217087
2023-08-08,2,0,0,1,62217087
2023-08-09,3,0,0,2,62217087
2023-08-10,3,0,0,2,62217087
2023-08-11,4,1,0,2,62217087
2023-08-12,2,0,0,2,62217087
2023-08-13,3,0,0,3,62217087
2023-08-14,3,0,0,3,62217087
2023-08-15,2,0,0,2,62217087
2023-08-16,3,1,0,2,62217087
2023-08-17,2,0,0,2,62217087
2023-08-18,0,0,0,0,62217087
2023-08-19,1,0,0,0,62217087
2023-08-20,2,1,0,1,62217087
2023-08-21,2,0,0,2,62217087
2023-08-22,3,0,0,3,62217087
2023-08-23,5,0,0,3,62217087
2023-08-24,3,0,0,3,62217087
2023-08-25,2,0,0,2,62217087
2023-08-26,3,0,0,3,62217087
2023-08-27,3,0,0,3,62217087
2023-08-28,2,0,0,2,62217087
2023-08-29,5,0,0,4,62217087
2023-08-30,4,0,0,4,62217087
2023-08-31,2,0,0,2,62217087
2023-09-01,3,0,0,2,62217087
2023-09-02,2,0,0,1,62217087
2023-09-03,1,0,0,1,62217087
2023-09-04,11,0,1,7,62217087
2023-09-05,7,1,0,4,62217087
2023-09-06,11,1,1,9,62217087
2023-09-07,8,0,0,7,62217087
2023-09-08,6,0,0,4,62217087
2023-09-09,12,1,0,9,62217087
2023-09-10,9,0,0,7,62217087
2023-09-11,4,0,0,3,62217087
2023-09-12,5,1,0,3,62217087
2023-09-13,1,0,0,1,62217087
2023-09-14,8,1,0,6,62217087
2023-09-15,3,2,0,1,62217087
2023-09-16,5,0,0,4,62217087
2023-09-17,7,0,0,7,62217087
2023-09-18,13,0,0,12,62217087
2023-09-19,9,0,0,9,62217087
2023-09-20,10,2,0,6,62217087
2023-09-21,6,1,0,2,62217087
2023-09-22,3,2,0,2,62217087
2023-09-23,6,1,1,4,62217087
2023-09-24,3,0,0,2,62217087
2023-09-25,5,0,0,5,62217087
2023-09-26,5,1,0,4,62217087
2023-09-27,6,1,0,5,62217087
2023-09-28,9,1,0,5,62217087
2023-09-29,6,0,0,4,62217087
2023-09-30,5,1,0,2,62217087
2023-10-01,1,0,0,0,62217087
2023-10-02,2,0,0,1,62217087
2023-10-03,4,1,1,1,62217087
2023-10-04,3,1,1,2,62217087
2023-10-05,3,2,0,2,62217087
2023-10-06,4,2,0,3,62217087
2023-10-07,6,0,0,4,62217087
2023-10-08,5,1,0,2,62217087
2023-10-09,3,1,0,2,62217087
2023-10-10,3,2,1,1,62217087
2023-10-11,3,0,0,1,62217087
2023-10-12,8,1,1,4,62217087
2023-10-13,10,2,1,5,62217087
2023-10-14,3,2,0,2,62217087
2023-10-15,1,0,0,1,62217087
2023-10-16,6,0,0,6,62217087
2023-10-17,3,0,0,3,62217087
2023-10-18,2,2,0,2,62217087
2023-10-19,19,1,0,14,62217087
2023-10-20,18,0,0,18,62217087
2023-10-21,9,0,0,7,62217087
2023-10-22,11,1,0,7,62217087
2023-10-23,8,0,0,6,62217087
2023-10-24,5,0,0,3,62217087
2023-10-25,3,0,0,2,62217087
2023-10-26,3,0,0,1,62217087
2023-10-27,5,1,0,2,62217087
2023-10-28,1,1,0,0,62217087
2023-10-29,4,1,0,3,62217087
2023-10-30,4,2,0,3,62217087
2023-10-31,4,0,0,3,62217087
2023-11-01,3,1,0,1,62217087
2023-11-02,3,0,0,2,62217087
2023-11-03,3,0,0,1,62217087
2023-11-04,4,0,0,2,62217087
2023-11-05,8,0,0,7,62217087
2023-11-06,6,1,0,3,62217087
2023-11-07,4,1,0,3,62217087
2023-11-08,3,1,0,2,62217087
2023-11-09,5,0,0,4,62217087
2023-11-10,4,2,1,1,62217087
2023-11-11,10,2,1,5,62217087
2023-11-12,6,2,0,5,62217087
2023-11-13,3,1,0,1,62217087
2023-11-14,4,1,0,2,62217087
2023-11-15,6,1,0,4,62217087
2023-11-16,10,0,0,8,62217087
2023-11-17,13,0,0,11,62217087
2023-11-18,16,3,0,12,62217087
2023-11-19,12,1,0,8,62217087
2023-11-20,4,1,0,2,62217087
2023-11-21,7,1,1,4,62217087
2023-11-22,5,1,1,4,62217087
2023-11-23,3,1,0,1,62217087
2023-11-24,6,1,0,4,62217087
2023-11-25,8,1,0,7,62217087
2023-11-26,6,1,1,1,62217087
2023-11-27,2,1,0,1,62217087
2023-11-28,5,2,0,1,62217087
2023-11-29,7,3,0,4,62217087
2023-11-30,22,1,0,20,62217087
2023-12-01,3,0,0,3,62217087
2023-12-02,9,2,1,4,62217087
2023-12-03,5,2,0,2,62217087
2023-12-04,5,2,1,5,62217087
2023-12-05,5,0,0,3,62217087
2023-12-06,3,0,0,3,62217087
2023-12-07,7,2,0,6,62217087
2023-12-08,3,0,0,3,62217087
2023-12-09,5,1,0,3,62217087
2023-12-10,7,1,0,4,62217087
2023-12-11,0,1,0,0,62217087
2023-12-12,2,0,0,2,62217087
2023-12-13,10,1,0,7,62217087
2023-12-14,6,2,0,3,62217087
2023-12-15,5,2,0,2,62217087
2023-12-16,8,3,0,2,62217087
2023-12-17,6,1,0,4,62217087
2023-12-18,4,2,0,2,62217087
2023-12-19,6,1,0,3,62217087
2023-12-20,8,1,0,7,62217087
2023-12-21,5,1,0,3,62217087
2023-12-22,6,1,0,2,62217087
2023-12-23,7,0,0,4,62217087
2023-12-24,7,1,0,5,62217087
2023-12-25,4,1,0,1,62217087
2023-12-26,10,2,0,8,62217087
2023-12-27,7,1,1,4,62217087
2023-12-28,10,3,1,7,62217087
2023-12-29,11,0,1,6,62217087
2023-12-30,8,2,1,7,62217087
2023-12-31,14,2,0,5,62217087
2024-01-01,8,4,0,3,62217087
2024-01-02,6,1,0,5,62217087
2024-01-03,6,2,1,3,62217087
2024-01-04,5,1,0,5,62217087
2023-07-19,6,2,0,6,62192405
2023-07-20,8,2,0,5,62192405
2023-07-21,10,1,1,5,62192405
2023-07-22,6,0,0,3,62192405
2023-07-23,17,1,0,9,62192405
2023-07-24,9,1,1,8,62192405
2023-07-25,4,1,0,2,62192405
2023-07-26,9,1,0,5,62192405
2023-07-27,10,1,1,7,62192405
2023-07-28,11,0,0,7,62192405
2023-07-29,4,0,0,2,62192405
2023-07-30,8,1,0,4,62192405
2023-07-31,10,2,0,6,62192405
2023-08-01,9,0,0,8,62192405
2023-08-02,0,2,0,0,62192405
2023-08-03,9,1,0,9,62192405
2023-08-04,14,2,0,12,62192405
2023-08-05,15,3,0,8,62192405
2023-08-06,35,1,0,31,62192405
2023-08-07,13,3,0,9,62192405
2023-08-08,15,0,2,10,62192405
2023-08-09,14,1,0,9,62192405
2023-08-10,16,0,1,14,62192405
2023-08-11,20,0,0,18,62192405
2023-08-12,15,1,0,13,62192405
2023-08-13,39,2,1,33,62192405
2023-08-14,16,2,0,8,62192405
2023-08-15,13,3,2,9,62192405
2023-08-16,13,2,0,7,62192405
2023-08-17,12,1,0,9,62192405
2023-08-18,9,4,0,6,62192405
2023-08-19,10,0,0,5,62192405
2023-08-20,12,1,0,4,62192405
2023-08-21,10,1,0,9,62192405
2023-08-22,6,1,0,3,62192405
2023-08-23,13,1,0,6,62192405
2023-08-24,6,0,0,4,62192405
2023-08-25,6,0,0,1,62192405
2023-08-26,13,2,0,7,62192405
2023-08-27,13,1,1,7,62192405
2023-08-28,9,1,0,5,62192405
2023-08-29,14,2,0,11,62192405
2023-08-30,11,1,1,5,62192405
2023-08-31,7,1,0,4,62192405
2023-09-01,8,1,1,5,62192405
2023-09-02,13,3,0,7,62192405
2023-09-03,10,2,0,6,62192405
2023-09-04,13,3,1,9,62192405
2023-09-05,11,4,1,11,62192405
2023-09-06,16,2,0,11,62192405
2023-09-07,15,0,0,13,62192405
2023-09-08,21,1,1,15,62192405
2023-09-09,22,1,0,16,62192405
2023-09-10,16,2,0,16,62192405
2023-09-11,20,2,2,13,62192405
2023-09-12,11,0,0,9,62192405
2023-09-13,10,3,0,6,62192405
2023-09-14,10,2,0,5,62192405
2023-09-15,13,2,0,5,62192405
2023-09-16,3,0,0,3,62192405
2023-09-17,9,4,0,9,62192405
2023-09-18,12,0,0,10,62192405
2023-09-19,11,1,0,6,62192405
2023-09-20,13,0,0,9,62192405
2023-09-21,6,1,0,3,62192405
2023-09-22,12,0,0,8,62192405
2023-09-23,6,2,2,3,62192405
2023-09-24,15,2,0,12,62192405
2023-09-25,6,2,1,5,62192405
2023-09-26,14,1,0,12,62192405
2023-09-27,15,0,0,11,62192405
2023-09-28,12,2,0,5,62192405
2023-09-29,7,3,1,6,62192405
2023-09-30,14,1,0,7,62192405
2023-10-01,11,2,3,9,62192405
2023-10-02,16,2,0,12,62192405
2023-10-03,9,2,0,4,62192405
2023-10-04,11,2,0,5,62192405
2023-10-05,12,1,0,9,62192405
2023-10-06,21,1,0,20,62192405
2023-10-07,11,1,0,9,62192405
2023-10-08,13,4,0,8,62192405
2023-10-09,15,0,0,12,62192405
2023-10-10,16,2,0,10,62192405
2023-10-11,10,2,1,6,62192405
2023-10-12,9,1,0,7,62192405
2023-10-13,7,3,1,4,62192405
2023-10-14,9,1,0,3,62192405
2023-10-15,15,0,0,12,62192405
2023-10-16,9,1,1,7,62192405
2023-10-17,8,0,0,7,62192405
2023-10-18,17,0,0,15,62192405
2023-10-19,8,0,0,7,62192405
2023-10-20,13,2,0,6,62192405
2023-10-21,12,0,0,8,62192405
2023-10-22,11,0,0,9,62192405
2023-10-23,10,0,0,8,62192405
2023-10-24,5,0,0,4,62192405
2023-10-25,3,1,0,1,62192405
2023-10-26,10,1,0,6,62192405
2023-10-27,10,3,1,4,62192405
2023-10-28,14,3,3,8,62192405
2023-10-29,6,2,0,5,62192405
2023-10-30,15,2,0,10,62192405
2023-10-31,12,1,0,7,62192405
2023-11-01,14,2,0,11,62192405
2023-11-02,8,1,1,6,62192405
2023-11-03,14,0,0,13,62192405
2023-11-04,12,1,0,8,62192405
2023-11-05,18,2,0,13,62192405
2023-11-06,11,1,0,9,62192405
2023-11-07,29,1,1,15,62192405
2023-11-08,17,2,0,9,62192405
2023-11-09,14,0,0,11,62192405
2023-11-10,16,1,0,12,62192405
2023-11-11,12,1,0,6,62192405
2023-11-12,18,4,0,9,62192405
2023-11-13,9,0,0,7,62192405
2023-11-14,9,3,0,6,62192405
2023-11-15,17,0,1,13,62192405
2023-11-16,21,1,0,16,62192405
2023-11-17,24,2,0,19,62192405
2023-11-18,17,2,0,13,62192405
2023-11-19,25,7,2,17,62192405
2023-11-20,37,1,1,30,62192405
2023-11-21,22,4,0,12,62192405
2023-11-22,16,4,0,11,62192405
2023-11-23,11,2,0,9,62192405
2023-11-24,20,1,0,15,62192405
2023-11-25,15,0,0,12,62192405
2023-11-26,17,1,0,13,62192405
2023-11-27,15,1,0,13,62192405
2023-11-28,11,2,0,7,62192405
2023-11-29,21,1,0,18,62192405
2023-11-30,16,0,0,14,62192405
2023-12-01,17,1,0,13,62192405
2023-12-02,37,1,0,35,62192405
2023-12-03,43,1,1,35,62192405
2023-12-04,23,1,0,20,62192405
2023-12-05,15,-1,1,12,62192405
2023-12-06,20,1,0,17,62192405
2023-12-07,17,2,0,15,62192405
2023-12-08,16,0,0,14,62192405
2023-12-09,20,0,0,17,62192405
2023-12-10,26,2,0,23,62192405
2023-12-11,29,3,0,25,62192405
2023-12-12,25,2,0,22,62192405
2023-12-13,25,3,2,16,62192405
2023-12-14,17,2,1,16,62192405
2023-12-15,20,3,1,12,62192405
2023-12-16,20,2,0,15,62192405
2023-12-17,18,2,1,15,62192405
2023-12-18,20,0,0,16,62192405
2023-12-19,21,2,1,17,62192405
2023-12-20,17,3,1,14,62192405
2023-12-21,17,1,0,13,62192405
2023-12-22,20,1,0,14,62192405
2023-12-23,33,2,0,27,62192405
2023-12-24,25,0,0,23,62192405
2023-12-25,20,1,0,16,62192405
2023-12-26,28,1,0,22,62192405
2023-12-27,23,2,2,19,62192405
2023-12-28,21,1,0,17,62192405
2023-12-29,19,2,0,16,62192405
2023-12-30,14,1,1,13,62192405
2023-12-31,28,1,0,20,62192405
2024-01-01,18,1,0,11,62192405
2024-01-02,18,3,0,14,62192405
2024-01-03,16,0,0,13,62192405
2024-01-04,10,-1,0,8,62192405
2023-07-19,0,0,0,0,193907194
2023-07-20,0,0,0,0,193907194
2023-07-21,0,0,0,0,193907194
2023-07-22,0,0,0,0,193907194
2023-07-23,0,0,0,0,193907194
2023-07-24,0,0,0,0,193907194
2023-07-25,0,0,0,0,193907194
2023-07-26,0,0,0,0,193907194
2023-07-27,0,0,0,0,193907194
2023-07-28,0,0,0,0,193907194
2023-07-29,0,0,0,0,193907194
2023-07-30,0,0,0,0,193907194
2023-07-31,0,0,0,0,193907194
2023-08-01,0,0,0,0,193907194
2023-08-02,0,0,0,0,193907194
2023-08-03,0,0,0,0,193907194
2023-08-04,0,0,0,0,193907194
2023-08-05,0,0,0,0,193907194
2023-08-06,0,0,0,0,193907194
2023-08-07,0,0,0,0,193907194
2023-08-08,0,0,0,0,193907194
2023-08-09,0,0,0,0,193907194
2023-08-10,0,0,0,0,193907194
2023-08-11,0,0,0,0,193907194
2023-08-12,0,0,0,0,193907194
2023-08-13,0,0,0,0,193907194
2023-08-14,0,0,0,0,193907194
2023-08-15,0,0,0,0,193907194
2023-08-16,0,0,0,0,193907194
2023-08-17,0,0,0,0,193907194
2023-08-18,0,0,0,0,193907194
2023-08-19,0,0,0,0,193907194
2023-08-20,0,0,0,0,193907194
2023-08-21,1,0,0,1,193907194
2023-08-22,0,0,0,0,193907194
2023-08-23,0,0,0,0,193907194
2023-08-24,0,0,0,0,193907194
2023-08-25,0,0,0,0,193907194
2023-08-26,0,0,0,0,193907194
2023-08-27,0,0,0,0,193907194
2023-08-28,0,0,0,0,193907194
2023-08-29,0,0,0,0,193907194
2023-08-30,0,0,0,0,193907194
2023-08-31,0,0,0,0,193907194
2023-09-01,0,0,0,0,193907194
2023-09-02,0,0,0,0,193907194
2023-09-03,0,0,0,0,193907194
2023-09-04,0,0,0,0,193907194
2023-09-05,0,0,0,0,193907194
2023-09-06,0,0,0,0,193907194
2023-09-07,0,0,0,0,193907194
2023-09-08,0,0,0,0,193907194
2023-09-09,0,0,0,0,193907194
2023-09-10,0,0,0,0,193907194
2023-09-11,0,0,0,0,193907194
2023-09-12,1,0,0,0,193907194
2023-09-13,0,0,0,0,193907194
2023-09-14,0,0,0,0,193907194
2023-09-15,3,0,0,3,193907194
2023-09-16,1,0,0,1,193907194
2023-09-17,2,0,0,2,193907194
2023-09-18,0,0,0,0,193907194
2023-09-19,0,0,0,0,193907194
2023-09-20,0,0,0,0,193907194
2023-09-21,1,0,0,1,193907194
2023-09-22,1,0,0,1,193907194
2023-09-23,0,0,0,0,193907194
2023-09-24,1,0,0,1,193907194
2023-09-25,1,1,0,1,193907194
2023-09-26,1,0,0,1,193907194
2023-09-27,0,0,0,0,193907194
2023-09-28,0,0,0,0,193907194
2023-09-29,0,0,0,0,193907194
2023-09-30,0,0,0,0,193907194
2023-10-01,1,0,0,1,193907194
2023-10-02,1,0,0,1,193907194
2023-10-03,0,0,0,0,193907194
2023-10-04,0,0,0,0,193907194
2023-10-05,0,0,0,0,193907194
2023-10-06,1,0,0,1,193907194
2023-10-07,1,0,0,1,193907194
2023-10-08,1,0,0,1,193907194
2023-10-09,0,0,0,0,193907194
2023-10-10,0,0,0,0,193907194
2023-10-11,0,0,0,0,193907194
2023-10-12,0,0,0,0,193907194
2023-10-13,0,0,0,0,193907194
2023-10-14,0,0,0,0,193907194
2023-10-15,1,0,0,0,193907194
2023-10-16,1,0,0,1,193907194
2023-10-17,1,0,0,1,193907194
2023-10-18,0,0,0,0,193907194
2023-10-19,0,0,0,0,193907194
2023-10-20,0,0,0,0,193907194
2023-10-21,0,0,0,0,193907194
2023-10-22,0,0,0,0,193907194
2023-10-23,0,0,0,0,193907194
2023-10-24,0,0,0,0,193907194
2023-10-25,0,0,0,0,193907194
2023-10-26,2,0,0,2,193907194
2023-10-27,1,0,0,1,193907194
2023-10-28,0,0,0,0,193907194
2023-10-29,2,0,0,2,193907194
2023-10-30,0,0,0,0,193907194
2023-10-31,0,0,0,0,193907194
2023-11-01,0,0,0,0,193907194
2023-11-02,1,0,0,1,193907194
2023-11-03,1,0,0,1,193907194
2023-11-04,0,0,0,0,193907194
2023-11-05,0,0,0,0,193907194
2023-11-06,1,0,0,1,193907194
2023-11-07,2,0,0,2,193907194
2023-11-08,1,0,0,1,193907194
2023-11-09,0,0,0,0,193907194
2023-11-10,2,0,0,2,193907194
2023-11-11,1,0,0,1,193907194
2023-11-12,1,0,0,1,193907194
2023-11-13,1,0,0,1,193907194
2023-11-14,1,0,0,1,193907194
2023-11-15,2,0,0,2,193907194
2023-11-16,2,0,0,2,193907194
2023-11-17,4,0,0,4,193907194
2023-11-18,2,0,0,2,193907194
2023-11-19,5,0,0,5,193907194
2023-11-20,4,0,0,4,193907194
2023-11-21,1,0,0,1,193907194
2023-11-22,1,0,0,1,193907194
2023-11-23,1,0,0,1,193907194
2023-11-24,1,0,0,1,193907194
2023-11-25,2,0,0,2,193907194
2023-11-26,2,0,0,2,193907194
2023-11-27,1,0,0,1,193907194
2023-11-28,1,0,0,1,193907194
2023-11-29,0,0,0,0,193907194
2023-11-30,1,0,0,1,193907194
2023-12-01,0,0,0,0,193907194
2023-12-02,0,0,0,0,193907194
2023-12-03,0,0,0,0,193907194
2023-12-04,0,0,0,0,193907194
2023-12-05,0,0,0,0,193907194
2023-12-06,1,0,0,1,193907194
2023-12-07,1,0,0,1,193907194
2023-12-08,0,0,0,0,193907194
2023-12-09,0,0,0,0,193907194
2023-12-10,1,0,0,1,193907194
2023-12-11,0,0,0,0,193907194
2023-12-12,3,0,0,3,193907194
2023-12-13,1,0,0,1,193907194
2023-12-14,5,0,0,5,193907194
2023-12-15,13,0,0,12,193907194
2023-12-16,8,0,0,6,193907194
2023-12-17,4,0,0,3,193907194
2023-12-18,7,0,0,6,193907194
2023-12-19,3,0,0,3,193907194
2023-12-20,6,0,0,5,193907194
2023-12-21,3,0,0,3,193907194
2023-12-22,4,1,0,3,193907194
2023-12-23,4,1,0,3,193907194
2023-12-24,1,1,0,1,193907194
2023-12-25,1,0,0,1,193907194
2023-12-26,2,0,0,2,193907194
2023-12-27,2,0,0,2,193907194
2023-12-28,2,0,0,2,193907194
2023-12-29,2,0,0,2,193907194
2023-12-30,3,0,0,3,193907194
2023-12-31,8,0,0,7,193907194
2024-01-01,9,0,0,9,193907194
2024-01-02,17,0,0,17,193907194
2024-01-03,7,0,0,5,193907194
2024-01-04,6,1,0,5,193907194
2023-07-19,0,0,0,0,61282598
2023-07-20,0,0,0,0,61282598
2023-07-21,0,0,0,0,61282598
2023-07-22,0,0,0,0,61282598
2023-07-23,2,0,0,2,61282598
2023-07-24,0,0,0,0,61282598
2023-07-25,3,0,0,2,61282598
2023-07-26,1,0,0,1,61282598
2023-07-27,0,0,0,0,61282598
2023-07-28,0,0,0,0,61282598
2023-07-29,1,0,0,1,61282598
2023-07-30,0,0,0,0,61282598
2023-07-31,0,0,0,0,61282598
2023-08-01,0,0,0,0,61282598
2023-08-02,0,0,0,0,61282598
2023-08-03,0,0,0,0,61282598
2023-08-04,1,0,0,1,61282598
2023-08-05,0,0,0,0,61282598
2023-08-06,3,1,0,2,61282598
2023-08-07,0,0,0,0,61282598
2023-08-08,1,0,0,0,61282598
2023-08-09,0,0,0,0,61282598
2023-08-10,0,0,0,0,61282598
2023-08-11,1,1,0,0,61282598
2023-08-12,1,0,0,0,61282598
2023-08-13,0,0,0,0,61282598
2023-08-14,1,0,0,0,61282598
2023-08-15,0,0,0,0,61282598
2023-08-16,0,0,0,0,61282598
2023-08-17,0,0,0,0,61282598
2023-08-18,1,0,0,1,61282598
2023-08-19,0,0,0,0,61282598
2023-08-20,1,0,0,1,61282598
2023-08-21,0,0,0,0,61282598
2023-08-22,1,0,0,1,61282598
2023-08-23,0,0,0,0,61282598
2023-08-24,0,0,0,0,61282598
2023-08-25,0,0,0,0,61282598
2023-08-26,0,0,0,0,61282598
2023-08-27,1,0,0,1,61282598
2023-08-28,2,0,0,1,61282598
2023-08-29,2,0,0,1,61282598
2023-08-30,0,0,0,0,61282598
2023-08-31,0,0,0,0,61282598
2023-09-01,1,0,0,1,61282598
2023-09-02,0,0,0,0,61282598
2023-09-03,0,0,0,0,61282598
2023-09-04,0,0,0,0,61282598
2023-09-05,0,0,0,0,61282598
2023-09-06,0,0,0,0,61282598
2023-09-07,0,0,0,0,61282598
2023-09-08,0,0,0,0,61282598
2023-09-09,0,0,0,0,61282598
2023-09-10,1,0,0,1,61282598
